,Ax,Ay,Az,Gx,Gy,Gz,distance,shot_type
0,0.62890625,-0.44921875,-0.0791015625,-30.121951219512198,14.02439024390244,-40.670731707317074,140,2
1,0.3955078125,-0.734375,-0.17041015625,5.3048780487804885,10.24390243902439,-39.63414634146342,140,2
2,0.39501953125,-0.70654296875,0.10986328125,29.573170731707318,6.158536585365854,-37.07317073170732,140,2
3,0.41259765625,-0.70849609375,0.1689453125,42.07317073170732,1.0975609756097562,-24.573170731707318,140,2
4,0.37939453125,-0.724609375,0.1259765625,37.19512195121951,8.536585365853659,-16.646341463414636,140,2
5,0.41650390625,-0.669921875,0.11279296875,28.170731707317074,14.634146341463415,-9.695121951219512,140,2
6,0.43408203125,-0.63525390625,0.0634765625,19.878048780487806,15.609756097560977,-3.1097560975609757,140,2
7,0.62109375,-0.67431640625,-0.068359375,10.914634146341465,17.98780487804878,1.6463414634146343,140,2
8,0.55712890625,-0.69189453125,-0.09228515625,2.0121951219512195,18.597560975609756,2.5609756097560976,140,2
9,0.5048828125,-0.64453125,-0.146484375,-3.231707317073171,30.975609756097565,2.5,140,2
10,0.67578125,-0.6318359375,-0.19970703125,-8.536585365853659,12.256097560975611,1.707317073170732,140,2
11,0.6591796875,-0.697265625,-0.244140625,-9.817073170731708,7.500000000000001,-2.378048780487805,140,2
12,0.67529296875,-0.67333984375,-0.21923828125,-5.121951219512195,1.2195121951219514,-8.170731707317074,140,2
13,0.70361328125,-0.654296875,-0.20166015625,1.0975609756097562,-5.060975609756098,-12.439024390243903,140,2
14,0.7548828125,-0.62939453125,-0.203125,4.390243902439025,-10.609756097560977,-14.207317073170733,140,2
15,0.7607421875,-0.61083984375,-0.19189453125,5.2439024390243905,-13.597560975609758,-14.451219512195124,140,2
16,0.77392578125,-0.6044921875,-0.228515625,3.2926829268292686,-13.719512195121952,-13.475609756097562,140,2
17,0.79931640625,-0.56005859375,-0.2021484375,0.30487804878048785,-14.756097560975611,-11.341463414634147,140,2
18,0.81640625,-0.55419921875,-0.23974609375,-3.9024390243902443,-11.707317073170733,-8.963414634146343,140,2
19,0.80712890625,-0.54736328125,-0.244140625,-8.109756097560977,-9.573170731707318,-6.951219512195123,140,2
