,Ax,Ay,Az,Gx,Gy,Gz
0,-0.68408203125,0.492919921875,0.57568359375,-11.694656488549619,7.633587786259542,4.641221374045801
1,-0.684326171875,0.488525390625,0.582275390625,-9.755725190839694,8.381679389312977,5.3893129770992365
2,-0.68408203125,0.48193359375,0.589599609375,-6.99236641221374,9.816793893129772,7.694656488549619
3,-0.68212890625,0.4873046875,0.592041015625,-2.6717557251908395,10.183206106870228,2.3206106870229006
4,-0.626953125,0.490966796875,0.576416015625,2.8702290076335877,8.16793893129771,0.549618320610687
5,-0.6875,0.48193359375,0.580810546875,3.954198473282443,4.519083969465649,-0.9465648854961832
6,-0.69287109375,0.48974609375,0.569091796875,12.564885496183207,1.633587786259542,-0.32061068702290074
7,-0.692138671875,0.48779296875,0.567626953125,14.595419847328245,0.3816793893129771,1.5419847328244274
8,-0.687744140625,0.494140625,0.555908203125,15.557251908396946,0.15267175572519084,1.9083969465648856
9,-0.6806640625,0.503662109375,0.5517578125,5.267175572519084,0.4580152671755725,2.122137404580153
10,-0.681884765625,0.513671875,0.538818359375,-1.7709923664122138,1.2671755725190839,1.4809160305343512
11,-0.68408203125,0.5048828125,0.546630859375,-8.320610687022901,0.549618320610687,0.1984732824427481
12,-0.689453125,0.50341796875,0.547119140625,-12.076335877862595,-1.2213740458015268,-0.9618320610687023
13,-0.688232421875,0.50390625,0.55908203125,-11.740458015267176,-0.7480916030534351,-1.984732824427481
14,-0.69482421875,0.50634765625,0.592529296875,-6.244274809160306,0.549618320610687,-2.4732824427480917
15,-0.688232421875,0.49609375,0.584228515625,1.7709923664122138,0.366412213740458,-3.2519083969465647
16,-0.706787109375,0.514892578125,0.57568359375,8.458015267175572,0.061068702290076333,-3.7557251908396947
17,-0.707763671875,0.5126953125,0.57666015625,12.732824427480915,0.24427480916030533,-7.770992366412214
18,-0.70654296875,0.50048828125,0.558837890625,15.282442748091603,3.877862595419847,-3.7404580152671754
19,-0.70361328125,0.498291015625,0.550537109375,15.038167938931299,-1.4809160305343512,-2.8244274809160306
20,-0.69580078125,0.505126953125,0.553955078125,11.34351145038168,-1.0534351145038168,-1.251908396946565
