,Ax,Ay,Az,Gx,Gy,Gz
0,-1.028564453125,-0.304443359375,0.551513671875,29.541984732824428,32.29007633587786,-4.580152671755725
1,-0.96826171875,-0.10791015625,0.586181640625,-13.770992366412214,28.625954198473284,-12.717557251908397
2,-0.974853515625,-0.222900390625,0.74365234375,9.86259541984733,28.045801526717558,-2.4732824427480917
3,-0.995849609375,-0.183349609375,0.597412109375,2.0916030534351147,23.786259541984734,-7.00763358778626
4,-0.994140625,-0.167724609375,0.619384765625,0.549618320610687,23.96946564885496,-5.129770992366412
5,-0.990234375,-0.19091796875,0.6337890625,2.5343511450381677,26.198473282442748,-3.3587786259541983
6,-0.9755859375,-0.18017578125,0.607177734375,0.07633587786259542,26.50381679389313,-2.0763358778625953
7,-0.975830078125,-0.176513671875,0.609375,-2.2900763358778624,25.129770992366414,-0.183206106870229
8,-0.98388671875,-0.18798828125,0.61669921875,-0.8244274809160306,26.427480916030536,-0.21374045801526717
9,-0.949462890625,-0.193603515625,0.583740234375,-4.229007633587786,29.557251908396946,0.9770992366412213
10,-0.972412109375,-0.18408203125,0.594970703125,-2.854961832061069,28.38167938931298,2.427480916030534
11,-1.00732421875,-0.194091796875,0.6142578125,-2.564885496183206,30.12213740458015,1.2213740458015268
12,-0.94580078125,-0.165771484375,0.5654296875,-7.557251908396947,32.900763358778626,-0.8396946564885496
13,-1.012451171875,-0.275146484375,0.604248046875,3.969465648854962,29.786259541984734,7.099236641221374
14,-0.964111328125,-0.205810546875,0.58203125,-0.8396946564885496,28.137404580152673,2.4885496183206106
15,-1.0439453125,-0.16796875,0.6259765625,1.984732824427481,24.366412213740457,-1.1145038167938932
16,-1.0322265625,-0.229736328125,0.673095703125,-3.2061068702290076,7.862595419847328,1.2061068702290076
17,-0.932373046875,-0.25537109375,0.607666015625,1.2366412213740459,17.221374045801525,0.6564885496183206
18,-1.008544921875,-0.1845703125,0.6611328125,-2.0,8.580152671755725,-1.5725190839694656
19,-1.001220703125,-0.11767578125,0.623779296875,-21.52671755725191,9.511450381679388,-14.13740458015267
20,-1.01611328125,-0.189453125,0.614990234375,-19.69465648854962,-1.5572519083969465,-17.603053435114504
21,-1.187255859375,-0.21875,0.6025390625,-17.328244274809162,-0.015267175572519083,-17.31297709923664
22,-0.96875,-0.252685546875,0.592041015625,-12.045801526717558,3.8625954198473282,-15.587786259541986
23,-1.025146484375,-0.236083984375,0.56787109375,-11.083969465648854,-14.229007633587786,-9.099236641221374
24,-0.962890625,-0.25390625,0.56396484375,-13.49618320610687,-15.709923664122137,-10.0
25,-0.918701171875,-0.232177734375,0.62548828125,-16.366412213740457,-13.587786259541986,-7.267175572519084
26,-0.955078125,-0.21044921875,0.62646484375,-17.129770992366414,-15.206106870229007,-5.877862595419847
27,-0.938720703125,-0.212158203125,0.61572265625,-19.374045801526716,-8.351145038167939,-8.82442748091603
28,-0.958984375,-0.228759765625,0.6259765625,-18.549618320610687,-6.702290076335878,-7.755725190839694
29,-1.003662109375,-0.20849609375,0.681884765625,-19.099236641221374,-7.679389312977099,-9.19083969465649
