,Ax,Ay,Az,Gx,Gy,Gz,distance,shot_type
0,0.73388671875,-0.35302734375,-0.32763671875,21.28048780487805,-3.780487804878049,-3.8414634146341466,10,6
1,0.732421875,-0.39306640625,-0.38720703125,16.03658536585366,-1.707317073170732,-0.06097560975609757,10,6
2,0.748046875,-0.5302734375,-0.3740234375,10.853658536585368,4.146341463414634,3.658536585365854,10,6
3,0.58056640625,-0.51611328125,-0.23974609375,3.414634146341464,15.487804878048783,-3.414634146341464,10,6
4,0.783203125,-0.26171875,-0.24755859375,4.329268292682928,14.878048780487806,-4.573170731707317,10,6
5,0.8046875,-0.2138671875,-0.2646484375,8.231707317073171,14.756097560975611,-4.75609756097561,10,6
6,0.77197265625,-0.36572265625,-0.2890625,5.609756097560976,15.914634146341465,-4.939024390243903,10,6
7,0.69091796875,-0.41650390625,-0.27880859375,6.219512195121951,15.000000000000002,-5.182926829268293,10,6
8,0.69287109375,-0.3828125,-0.2841796875,11.76829268292683,12.317073170731708,-7.195121951219513,10,6
9,0.75390625,-0.34716796875,-0.31201171875,15.243902439024392,10.792682926829269,-8.719512195121952,10,6
10,0.72900390625,-0.37939453125,-0.33203125,15.975609756097562,10.731707317073171,-9.02439024390244,10,6
11,0.68603515625,-0.41357421875,-0.328125,15.060975609756099,12.073170731707318,-9.451219512195122,10,6
12,0.716796875,-0.39794921875,-0.3017578125,13.719512195121952,13.902439024390246,-9.329268292682928,10,6
13,0.7431640625,-0.38623046875,-0.30224609375,11.219512195121952,15.79268292682927,-9.146341463414634,10,6
14,0.72607421875,-0.421875,-0.32080078125,7.8048780487804885,18.10975609756098,-8.353658536585366,10,6
15,0.6767578125,-0.45751953125,-0.34765625,3.1707317073170733,20.182926829268293,-7.500000000000001,10,6
16,0.66064453125,-0.46728515625,-0.365234375,-1.2195121951219514,22.378048780487806,-6.52439024390244,10,6
17,0.6669921875,-0.4658203125,-0.39599609375,-5.853658536585367,24.02439024390244,-6.219512195121951,10,6
18,0.6962890625,-0.46728515625,-0.40869140625,-9.695121951219512,26.09756097560976,-6.341463414634147,10,6
19,0.708984375,-0.47998046875,-0.466796875,-9.878048780487806,24.81707317073171,-5.914634146341464,10,6
20,0.693359375,-0.56591796875,-0.38330078125,-8.048780487804878,23.59756097560976,-5.426829268292684,10,6
21,0.69921875,-0.6748046875,-0.50146484375,-7.073170731707318,22.012195121951223,-4.695121951219512,10,6
22,0.73876953125,-0.73486328125,-0.48779296875,-5.7926829268292686,22.012195121951223,-4.085365853658537,10,6
23,0.7119140625,-0.78515625,-0.43701171875,-4.51219512195122,20.670731707317074,-2.6219512195121952,10,6
24,0.74609375,-0.8642578125,-0.416015625,-1.6463414634146343,18.231707317073173,-0.48780487804878053,10,6
25,0.57373046875,-0.88671875,-0.37744140625,1.0365853658536586,30.60975609756098,1.1585365853658538,10,6
26,0.541015625,-0.83056640625,-0.369140625,4.390243902439025,10.487804878048781,3.1707317073170733,10,6
27,0.52978515625,-0.78466796875,-0.36181640625,7.439024390243903,5.426829268292684,4.695121951219512,10,6
28,0.513671875,-0.86181640625,-0.39208984375,10.548780487804878,0.30487804878048785,5.2439024390243905,10,6
29,0.52490234375,-0.7021484375,-0.39306640625,11.829268292682928,-2.8658536585365857,5.548780487804878,10,6
30,0.576171875,-0.6318359375,-0.40087890625,11.158536585365855,-4.024390243902439,5.548780487804878,10,6
31,0.5947265625,-0.583984375,-0.41162109375,10.0,-5.426829268292684,6.585365853658537,10,6
32,0.587890625,-0.57275390625,-0.4375,8.963414634146343,-5.7926829268292686,7.439024390243903,10,6
